# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source-archive: susv4-2018.tgz, sha256 ab6636bca53c7d71d33d2c5149ede574d598fe6ec97fa8b08e0459ef7bcfc104
# volume: base-definitions
# parent-denominator: 95
# parent-key-sha256: 7841b16fa7f92dc3dbc9349d5ee590f1958dca287553b5e0c3ffb6c1faa6a6bd
# parent-row-sha256: 52ceca77e192bc8535db775fa0a96006537f700ad28ade1494a81ad9ce0f960a
# clause-denominator: 1483 HTML h2-h5 source headings with tag anchors
# clause-key-sha256: e357d95bf96ea94101041ab8db05156d0c107addc2318409cdd4fa83f637e575
# clause-row-sha256: 42fbbd0f2c879de5501f33c5d938d5d8bae7788edbc88176b200839c654db458
# state invariant: every parent and clause is exactly one of open or closed
# non-ASCII source titles use ASCII backslash escapes; source bytes remain hash-bound
parent	source	title	source_sha256	clause_count	clause_sha256	state	witness	next_action
basedefs/net_if.h.html	basedefs/net_if.h.html	<net/if.h>	5e14dc718b8ad94d9eeb972583918b091723a6b6b9f6b739108eec1c8c166cd8	9	082023cd67c8d7c9fd1217e4a55766b9679e0aecfae6f6a27cd74cbe877bffdd	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/netdb.h.html	basedefs/netdb.h.html	<netdb.h>	e518341135520334c3c7cc4ecb26a114bca7ba86039ac6aef260fd99036f5ed9	11	590019fc01bad5df7b55e8d300ee938b823a8432bb3ddd4d500d1edbc09bd2c3	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/netinet_in.h.html	basedefs/netinet_in.h.html	<netinet/in.h>	93a0080e7031997602d206ad83ed7d840c27339be28b67014b3865eefa9ccf9b	9	2293f48bc6c59b211aad789456d61fb761ba8b1c6e2f120a5f1c5930429ebc8d	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/netinet_tcp.h.html	basedefs/netinet_tcp.h.html	<netinet/tcp.h>	9ef7c1c48ebae07c1cd3a3191a6d91eed9caaabf694b114a217d7480527ce3b4	9	34e573485b09188f2c067198949ceb3a8bbad06ef963092c485730f0f743182b	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/nl_types.h.html	basedefs/nl_types.h.html	<nl_types.h>	c88865c99821869c58ecf78a47518fc7a1c059154cc7f4821ce9834ff75de06d	9	d6098ecdcb783e2a2a5a8f95d68f191cad7ec77bab92c3d9e49e7ce4a415e976	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/poll.h.html	basedefs/poll.h.html	<poll.h>	78e7e7b5e10f07b7f64919f0d074e6a4dc9638529ac75c1b2d5acbbbf181c8dd	10	0e5389bb5176366a6c60bbf10817784e463a0bc2609adf5ce83fff43843e8358	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/pthread.h.html	basedefs/pthread.h.html	<pthread.h>	dafdeea3e60243b22269a6c257628a16f0564e178742166a73bb53fe715c5589	10	bd74b1e0420c85bcb7bc8965747b4ada2f969c036903c34f104c0ee0b6e458ed	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/pwd.h.html	basedefs/pwd.h.html	<pwd.h>	c754c274fbd0c12d86b5d7d3131c0671fb119211fdd571a23c9b01943c6ee142	11	2b6b18ac15cba96d57d200479214c8fa31fa2683cd39c2d2ff61352022a68a54	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/regex.h.html	basedefs/regex.h.html	<regex.h>	c74c76fedf38b467aeba147cde870397f895163b65bfb28105a2418a0b2a0970	10	093573e70878fbb984c85c541558c85ee96532bd5870c1cf8e35000c775a5195	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sched.h.html	basedefs/sched.h.html	<sched.h>	8ad138024078ad45c93398fde96a0b9a91174d4567d8674b76e881e26afad5c9	10	5e291ded6a31be2b81271739df70e93699000c3ac5a522094aab560245771021	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/search.h.html	basedefs/search.h.html	<search.h>	9ea093de9753a0617c2a58a36efb4f62247dbee96aa1fa20e7fb60ed4c95088f	9	03d0126c46815bd2f1081419662465d79935c7528ecb8c3c40f6ec5fe804e37c	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/semaphore.h.html	basedefs/semaphore.h.html	<semaphore.h>	f7ccca8437af263531b7dc3c23f98d7b243b7e7058aa88220659f195048b0279	10	f6fbdda6a635d83f685a3564263c494aa24b4fa9c0b237586b641ebe74aee611	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/setjmp.h.html	basedefs/setjmp.h.html	<setjmp.h>	5f1f4c44cfb6009e53f3241cd89f26396bb8a02326057dd9aeaae515a71b7331	10	c5656819dee487521fb48e375be7053d444a524702d084b2564ff6404e35e450	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/signal.h.html	basedefs/signal.h.html	<signal.h>	e391fab90da3259709471779296e28f40c7c78389346d78e56623134fa897367	11	6ae63098b0019ba8c808f28e4eec82f53e77ddf593a802d3932f59ef8af350a9	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/spawn.h.html	basedefs/spawn.h.html	<spawn.h>	79594c1dbc2193fc864a039acf24421dbfd5706b28b2706efb5ec37478aa3af4	9	f5b70378eec61b4e2837fd020f14c28c489120ca5b766a15e88306de198c41ed	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stdarg.h.html	basedefs/stdarg.h.html	<stdarg.h>	35b42eae0f3ce2938bf0358adc1decb10dd0a867bdd0836b1a232843c787cf4b	10	6a9ede071117e02b742e474c0accaf131962313ad5499323472c5b092037dba3	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stdbool.h.html	basedefs/stdbool.h.html	<stdbool.h>	c79ee6a43f92389b2badc5d65b8795d88d19e25549f0f905ca8bae40be5ad57a	8	169f2fbf847ff6d9d46c20552c309aebaae848dc543baa695a3122d319639406	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stddef.h.html	basedefs/stddef.h.html	<stddef.h>	2b068051ceb18acc55467cc9c7e4c623aa078e728e077b39c9bfc16cf02bc549	9	bc220ec0fac178fc0b7975f956ef852c2b3259b6db9226e0704eed5e1103b518	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stdint.h.html	basedefs/stdint.h.html	<stdint.h>	bf063034ef141206f79c793e5b64e00c9a9bc62502a7e8870124cd21fab65320	13	12d629a26dbec6d026b052e5ffae7ac9ff27fa606be1fa1cc9f28586894cb0a4	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stdio.h.html	basedefs/stdio.h.html	<stdio.h>	2421c7b3b395714427d4601187f7fa58198f2a69d8529872b3f4f23ce17ef141	11	a47440cda786c40a48a70219c4b0c54872d40d2d9dffa40dade58955a649d8a0	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stdlib.h.html	basedefs/stdlib.h.html	<stdlib.h>	c5852d728199281f72138ba91b1ca6e1d73c5260dec83314b7603bb87fdd3889	11	e372d6b27360694e95dd40100ad96fb35998278cd8176b7f45b78312dfef9e8f	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/string.h.html	basedefs/string.h.html	<string.h>	7dd01bc6e462d3489bf204c805b5b4f690676c01684f6b6b6493ba4b40242d75	11	b15699a8efe965ad4453e3f3253e5dd97e4d0be00ad1c79115c00029bc6720b5	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/strings.h.html	basedefs/strings.h.html	<strings.h>	385d88f6c6e9a3b0959fcbed0711761f123401afb3a70a0491ecf5601b4a141e	10	9fe33615f0b876a1b5ae3100055f6fb63ff49ef023d1c70edc9df0ebc91fe924	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/stropts.h.html	basedefs/stropts.h.html	<stropts.h>	7fddcdf91bd55c92fb3059112c4718a3b2d79275ba3e4fb98760bc527a103895	11	b3555a2a380fdb1bc36bf493cafeafc171f02c8cfc921e3028ce6fc0541713e1	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_ipc.h.html	basedefs/sys_ipc.h.html	<sys/ipc.h>	ff50543ff962fc5d29b6999e6d823fffed98f89aafc4a60f8307a417163c3b8f	9	3496fd730d3bf3bc06a1df69430d832049ca72b4d4540593093a6ddac2c9f44d	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_mman.h.html	basedefs/sys_mman.h.html	<sys/mman.h>	088e52a22d854bc77afe380f8d22fd36c1e9116eaebfe2a36748cb359a197e61	11	25cfe32101ee84cfa882cbbd572cd59e7aafa29e3974e5354af8e5b6ffa0b0be	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_msg.h.html	basedefs/sys_msg.h.html	<sys/msg.h>	a1cef8d65c2cf5c08e82a0219d3c2e04f674e5561af0a0577296532ce72e33cd	9	f53477bdbe997ddd0def048da896784774b4eb9413fbab0170594c55c220a360	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_resource.h.html	basedefs/sys_resource.h.html	<sys/resource.h>	d7c83b63de426a259dd77f0acd25e414d6079086028de575c5d6162dd0eed381	10	294de4fa13c04e351c62955fe01ff82c571401125a19dbefa9d3b0f3f07957c1	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_select.h.html	basedefs/sys_select.h.html	<sys/select.h>	333d906d0003af5435551ea49233b83f64dd5d5eb5ae278021f046102fce4ef3	9	19ef98963a4699034a4b4e4a7feb1aefcdb766dbc119c28bf7a39d69a75bf01f	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_sem.h.html	basedefs/sys_sem.h.html	<sys/sem.h>	5693501a8c3ce8e8593c23faf22d6d2bbc81646a8eda49f60313009ed4e494aa	9	52b711b665289ff23255a3423f94a6cae2eca1617cae8667a7a8254eb5e4e5f1	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_shm.h.html	basedefs/sys_shm.h.html	<sys/shm.h>	a5aeeedda30da36384a53534606e5a5232d7e699741619f3e2004f1dcaf5c5d0	10	548f8706918665535d3754aa774d280d07f446fe133aec6b7bb5336c5204d884	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
basedefs/sys_socket.h.html	basedefs/sys_socket.h.html	<sys/socket.h>	dd50ab566d9b8af6cd9b11ac36016c54f2c0701a86a1394aff3095654b30d0cc	9	16bde425a26e95b765cce75926f306a38cbedc8b49f157feaaa0265fae33dfb3	open	missing:q35_ring3_base_definitions_clause_witnesses	Add exact Q35 Ring 3 witnesses for every required clause before closing this parent.
